Internal ID of the item,The name that will appear in game,value in copper coins,"1:swing/throw
2:Eat/use
3:Stab
4:Hold Up
5:Guns/Staffs",Total time that the animation of the item will take,Total time that the item will take,,,,Color of item in inventory,tileID of tile created when used,Flavortext,max amount the player can carry in a single inventory slot,hitbox width,hitbox height,"Used to place different styles of the same tile. For example, Tables share a TileID, but have different styles",,,,ProjectileID to shoot when used,Velocity of projectile,weapon sprite does no damage,,Damage Type,Damage Type,Damage Type,,,,,,,,,,,which set of ammo types it uses,set of ammo this item belongs to,,,,,,refers to a glowing texture drawn on item,equal to axe power/5,equal to pickaxe power,,,,,,,,used for Angler quests,used for Angler quests,,,,Damage Type,,,,Damage Type,,,,,,,,,,,,,,,,,,,,,,,
350,Pink Vase,70,1,15,10,TRUE,TRUE,TRUE,-,13,-,99,16,24,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
351,Mug,20,1,15,10,TRUE,TRUE,TRUE,-,13,-,99,16,24,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
352,Keg,600,1,15,10,TRUE,TRUE,TRUE,-,94,Used for brewing ale,99,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
353,Ale,100,2,17,17,TRUE,TRUE,-,-,-,-,30,10,10,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,7200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
354,Bookcase,300,1,15,10,TRUE,TRUE,TRUE,-,101,-,99,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
355,Throne,300,1,15,10,TRUE,TRUE,TRUE,-,102,-,99,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
356,Bowl,20,1,15,10,TRUE,TRUE,TRUE,-,103,-,99,16,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
357,Bowl of Soup,1000,2,17,17,TRUE,TRUE,-,1,-,Minor improvements to all stats,30,10,10,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,108000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
358,Toilet,150,1,15,10,TRUE,TRUE,TRUE,-,15,-,99,12,30,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
359,Grandfather Clock,300,1,15,10,TRUE,TRUE,TRUE,-,104,-,99,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
360,Armor Statue,300,1,15,10,TRUE,TRUE,TRUE,-,105,-,99,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
361,Goblin Battle Standard,-,4,45,45,TRUE,-,-,-,-,Summons a Goblin Army,20,28,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
362,Tattered Cloth,30,-,-,-,-,-,-,-,-,-,99,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
363,Sawmill,300,1,15,10,TRUE,TRUE,TRUE,-,106,Used for advanced wood crafting,99,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
364,Cobalt Ore,3500,1,15,10,TRUE,TRUE,TRUE,3,107,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
365,Mythril Ore,5500,1,15,10,TRUE,TRUE,TRUE,3,108,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
366,Adamantite Ore,7500,1,15,10,TRUE,TRUE,TRUE,3,111,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
367,Pwnhammer,39000,1,27,14,-,TRUE,TRUE,4,-,Strong enough to destroy Demon Altars,-,24,28,-,1,26,7.5,-,-,-,-,TRUE,-,-,-,-,-,-,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
368,Excalibur,230000,1,25,25,-,-,TRUE,5,-,-,-,40,40,-,1,57,4.5,-,-,-,-,TRUE,-,-,-,-,-,-,1.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
369,Hallowed Seeds,2000,1,15,10,TRUE,TRUE,TRUE,3,109,-,99,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
370,Ebonsand Block,-,1,15,10,TRUE,TRUE,TRUE,-,112,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
371,Cobalt Hat,75000,-,-,-,-,-,-,4,-,Increases maximum mana by 40,-,18,18,-,-,-,-,-,-,-,-,-,-,-,9% increased magic critical strike chance,2,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
372,Cobalt Helmet,75000,-,-,-,-,-,-,4,-,7% increased movement speed,-,18,18,-,-,-,-,-,-,-,-,-,-,-,12% increased melee speed,11,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
373,Cobalt Mask,75000,-,-,-,-,-,-,4,-,10% increased ranged damage,-,18,18,-,-,-,-,-,-,-,-,-,-,-,6% increased ranged critical strike chance,4,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
374,Cobalt Breastplate,60000,-,-,-,-,-,-,4,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,3% increased critical strike chance,8,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
375,Cobalt Leggings,45000,-,-,-,-,-,-,4,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,10% increased movement speed,7,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
376,Mythril Hood,112500,-,-,-,-,-,-,4,-,Increases maximum mana by 60,-,18,18,-,-,-,-,-,-,-,-,-,-,-,15% increased magic damage,3,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
377,Mythril Helmet,112500,-,-,-,-,-,-,4,-,5% increased melee critical strike chance,-,18,18,-,-,-,-,-,-,-,-,-,-,-,10% increased melee damage,16,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
378,Mythril Hat,112500,-,-,-,-,-,-,4,-,12% increased ranged damage,-,18,18,-,-,-,-,-,-,-,-,-,-,-,7% increased ranged critical strike chance,6,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
379,Mythril Chainmail,90000,-,-,-,-,-,-,4,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,5% increased damage,12,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
380,Mythril Greaves,67500,-,-,-,-,-,-,4,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,3% increased critical strike chance,9,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
381,Cobalt Bar,10500,1,15,10,TRUE,TRUE,TRUE,3,239,-,99,20,20,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
382,Mythril Bar,22000,1,15,10,TRUE,TRUE,TRUE,3,239,-,99,20,20,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
383,Cobalt Chainsaw,54000,5,25,8,-,-,-,4,-,-,-,20,12,-,23,23,2.75,57,40,TRUE,-,TRUE,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
384,Mythril Chainsaw,81000,5,25,8,-,-,-,4,-,-,-,20,12,-,23,29,3,58,40,TRUE,-,TRUE,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
385,Cobalt Drill,54000,5,25,13,-,-,-,4,-,Can mine Mythril and Orichalcum,-,20,12,-,23,10,-,59,32,TRUE,-,TRUE,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
386,Mythril Drill,81000,5,25,10,-,-,-,4,-,Can mine Adamantite and Titanium,-,20,12,-,23,15,-,60,32,TRUE,-,TRUE,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
387,Adamantite Chainsaw,108000,5,25,6,-,-,-,4,-,-,-,20,12,-,23,33,4.5,61,40,TRUE,-,TRUE,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
388,Adamantite Drill,108000,5,25,7,-,-,-,4,-,-,-,20,12,-,23,20,-,62,32,TRUE,-,TRUE,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
389,Dao of Pow,144000,5,45,45,-,-,-,5,-,Has a chance to confuse,-,30,10,-,1,63,7,63,15,TRUE,-,TRUE,-,-,'Find your inner pieces',-,-,TRUE,1.1,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
390,Mythril Halberd,67500,5,26,26,-,-,-,4,-,-,-,40,40,-,1,35,5,64,4.5,TRUE,-,TRUE,-,-,-,-,-,TRUE,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
391,Adamantite Bar,37500,1,15,10,TRUE,TRUE,TRUE,3,239,-,99,20,20,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
392,Glass Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
393,Compass,12500,-,-,-,-,-,-,1,-,Displays horizontal position,-,24,28,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
394,Diving Gear,100000,-,-,-,-,-,-,4,-,Grants the ability to swim,-,24,28,-,-,-,-,-,-,-,TRUE,-,-,-,Greatly extends underwater breathing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,1
395,GPS,150000,-,-,-,-,-,-,3,-,Shows position,-,24,28,-,-,-,-,-,-,-,TRUE,-,-,-,Tells the time,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
396,Obsidian Horseshoe,100000,-,-,-,-,-,-,4,-,Negates fall damage,-,24,28,-,-,-,-,-,-,-,TRUE,-,-,-,Grants immunity to fire blocks,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
397,Obsidian Shield,100000,-,-,-,-,-,-,4,-,Grants immunity to knockback,-,24,28,-,-,-,-,-,-,-,TRUE,-,-,-,Grants immunity to fire blocks,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,1
398,Tinkerer's Workshop,100000,1,15,10,TRUE,TRUE,TRUE,-,114,Allows the combining of some accessories,99,26,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
399,Cloud in a Balloon,150000,-,-,-,-,-,-,4,-,Allows the holder to double jump,-,14,28,-,-,-,-,-,-,-,TRUE,-,-,-,Increases jump height,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
400,Adamantite Headgear,150000,-,-,-,-,-,-,4,-,Increases maximum mana by 80,-,18,18,-,-,-,-,-,-,-,-,-,-,-,11% increased magic damage and critical strike chance,4,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
401,Adamantite Helmet,150000,-,-,-,-,-,-,4,-,7% increased melee critical strike chance,-,18,18,-,-,-,-,-,-,-,-,-,-,-,14% increased melee damage,22,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
402,Adamantite Mask,150000,-,-,-,-,-,-,4,-,14% increased ranged damage,-,18,18,-,-,-,-,-,-,-,-,-,-,-,8% increased ranged critical strike chance,8,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
403,Adamantite Breastplate,120000,-,-,-,-,-,-,4,-,6% increased damage,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
404,Adamantite Leggings,90000,-,-,-,-,-,-,4,-,4% increased critical strike chance,-,18,18,-,-,-,-,-,-,-,-,-,-,-,5% increased movement speed,12,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
405,Spectre Boots,100000,-,-,-,-,-,-,4,-,Allows flight,-,28,24,-,-,-,-,-,-,-,TRUE,-,-,-,The wearer can run super fast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
406,Adamantite Glaive,90000,5,25,25,-,-,-,4,-,-,-,40,40,-,1,38,6,66,5,TRUE,-,TRUE,-,-,-,-,-,TRUE,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
407,Toolbelt,100000,-,-,-,-,-,-,3,-,Increases block placement range,-,28,24,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
408,Pearlsand Block,-,1,15,10,TRUE,TRUE,TRUE,-,116,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
409,Pearlstone Block,-,1,15,10,TRUE,TRUE,TRUE,-,117,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
410,Mining Shirt,5000,-,-,-,-,-,-,1,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
411,Mining Pants,5000,-,-,-,-,-,-,1,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
412,Pearlstone Brick,-,1,15,10,TRUE,TRUE,TRUE,-,118,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
413,Iridescent Brick,-,1,15,10,TRUE,TRUE,TRUE,-,119,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
414,Mudstone Block,-,1,15,10,TRUE,TRUE,TRUE,-,120,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
415,Cobalt Brick,-,1,15,10,TRUE,TRUE,TRUE,-,121,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
416,Mythril Brick,-,1,15,10,TRUE,TRUE,TRUE,-,122,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
417,Pearlstone Brick Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
418,Iridescent Brick Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
419,Mudstone Brick Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
420,Cobalt Brick Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
